X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
13.058558,55.682637,0,0,248,-0.85,,,,,,,,,,,,,,,,,,,,,,
13.058721,55.68224,0,0,249,-0.47,,,,,,,,,,,,,,,,,,,,,,
13.058947,55.681889,0,0,250,-0.31,,,,,,,,,,,,,,,,,,,,,,
13.059447,55.681576,0,0,251,-0.27,,,,,,,,,,,,,,,,,,,,,,
13.05965,55.681488,0,0,252,-0.35,,,,,,,,,,,,,,,,,,,,,,
13.059849,55.681437,0,0,253,-0.31,,,,,,,,,,,,,,,,,,,,,,
13.059985,55.681423,0,0,254,-0.27,,,,,,,,,,,,,,,,,,,,,,
13.060025,55.681298,0,0,255,-0.18,,,,,,,,,,,,,,,,,,,,,,
13.05999,55.681131,0,0,256,-0.22,,,,,,,,,,,,,,,,,,,,,,
13.060005,55.68101,0,0,257,-0.25,,,,,,,,,,,,,,,,,,,,,,
13.06009,55.680907,0,0,258,-0.27,,,,,,,,,,,,,,,,,,,,,,
13.060165,55.680852,0,0,259,-0.24,,,,,,,,,,,,,,,,,,,,,,
13.060147,55.680776,0,0,260,-0.19,,,,,,,,,,,,,,,,,,,,,,
13.059966,55.680631,0,0,261,0.2,,,,,,,,,,,,,,,,,,,,,,
13.059649,55.680598,0,0,262,0.14,,,,,,,,,,,,,,,,,,,,,,
13.059581,55.680549,0,0,263,0.1,,,,,,,,,,,,,,,,,,,,,,
13.05956,55.680437,0,0,264,0.09,,,,,,,,,,,,,,,,,,,,,,
13.059501,55.680322,0,0,265,0.02,,,,,,,,,,,,,,,,,,,,,,
13.05953,55.680283,0,0,266,1.45,,,,,,,,,,,,,,,,,,,,,,
13.060405,55.679667,0,0,267,1.85,,,,,,,,,,,,,,,,,,,,,,
13.060415,55.679545,0,0,268,2.98,,,,,,,,,,,,,,,,,,,,,,
13.060317,55.679157,0,0,269,2.05,,,,,,,,,,,,,,,,,,,,,,
13.060108,55.679178,0,0,270,1.53,,,,,,,,,,,,,,,,,,,,,,
13.060064,55.679039,0,0,271,0.97,,,,,,,,,,,,,,,,,,,,,,
13.060107,55.679034,0,0,272,1.1,,,,,,,,,,,,,,,,,,,,,,
13.059744,55.677817,0,0,273,-0.84,,,,,,,,,,,,,,,,,,,,,,
13.059191,55.67612,0,0,274,-1.33,,,,,,,,,,,,,,,,,,,,,,
13.059122,55.676084,0,0,275,-1.27,,,,,,,,,,,,,,,,,,,,,,
13.058531,55.676126,0,0,276,-0.98,,,,,,,,,,,,,,,,,,,,,,
